filename,D_u (mm^2/s),D_v (mm^2/s),F (1/s),k (1/s),delta_t (s),delta_x (mm),iterations,image_saved
001533.png,0.12143,0.09286,0.04,0.05857,1.0,1.0,10000,1
001534.png,0.12143,0.09286,0.04,0.06143,1.0,1.0,10000,0
001535.png,0.12143,0.09286,0.04,0.06429,1.0,1.0,10000,0
001536.png,0.12143,0.09286,0.04,0.06714,1.0,1.0,10000,0
001537.png,0.12143,0.09286,0.04,0.07,1.0,1.0,10000,0
001538.png,0.12143,0.09286,0.045,0.04714,1.0,1.0,10000,1
001539.png,0.12143,0.09286,0.045,0.05,1.0,1.0,10000,1
001540.png,0.12143,0.09286,0.045,0.05286,1.0,1.0,10000,1
001541.png,0.12143,0.09286,0.045,0.05571,1.0,1.0,10000,1
001542.png,0.12143,0.09286,0.045,0.05857,1.0,1.0,10000,1
001543.png,0.12143,0.09286,0.045,0.06143,1.0,1.0,10000,0
001544.png,0.12143,0.09286,0.045,0.06429,1.0,1.0,10000,0
001545.png,0.12143,0.09286,0.045,0.06714,1.0,1.0,10000,0
001546.png,0.12143,0.09286,0.045,0.07,1.0,1.0,10000,0
001547.png,0.12143,0.09286,0.05,0.05,1.0,1.0,10000,1
001548.png,0.12143,0.09286,0.05,0.05286,1.0,1.0,10000,1
001549.png,0.12143,0.09286,0.05,0.05571,1.0,1.0,10000,1
001550.png,0.12143,0.09286,0.05,0.05857,1.0,1.0,10000,1
001551.png,0.12143,0.09286,0.05,0.06143,1.0,1.0,10000,0
001552.png,0.12143,0.09286,0.05,0.06429,1.0,1.0,10000,0
001553.png,0.12143,0.09286,0.05,0.06714,1.0,1.0,10000,0
001554.png,0.12143,0.09286,0.05,0.07,1.0,1.0,10000,0
001555.png,0.12143,0.09286,0.055,0.05571,1.0,1.0,10000,1
001556.png,0.12143,0.09286,0.055,0.05857,1.0,1.0,10000,1
001557.png,0.12143,0.09286,0.055,0.06143,1.0,1.0,10000,0
001558.png,0.12143,0.09286,0.055,0.06429,1.0,1.0,10000,0
001559.png,0.12143,0.09286,0.055,0.06714,1.0,1.0,10000,0
001560.png,0.12143,0.09286,0.055,0.07,1.0,1.0,10000,0
001561.png,0.12143,0.09286,0.06,0.06143,1.0,1.0,10000,0
001562.png,0.12143,0.09286,0.06,0.06429,1.0,1.0,10000,0
001563.png,0.12143,0.09286,0.06,0.06714,1.0,1.0,10000,0
001564.png,0.12143,0.09286,0.06,0.07,1.0,1.0,10000,0
001565.png,0.12143,0.09286,0.065,0.06714,1.0,1.0,10000,0
001566.png,0.12143,0.09286,0.065,0.07,1.0,1.0,10000,0
001567.png,0.12143,0.09286,0.07,0.07,1.0,1.0,10000,0
001568.png,0.12143,0.10357,0.02,0.03,1.0,1.0,10000,1
001569.png,0.12143,0.10357,0.02,0.03286,1.0,1.0,10000,1
001570.png,0.12143,0.10357,0.02,0.03571,1.0,1.0,10000,1
001571.png,0.12143,0.10357,0.02,0.03857,1.0,1.0,10000,1
001572.png,0.12143,0.10357,0.02,0.04143,1.0,1.0,10000,1
001573.png,0.12143,0.10357,0.02,0.04429,1.0,1.0,10000,1
001574.png,0.12143,0.10357,0.02,0.04714,1.0,1.0,10000,0
001575.png,0.12143,0.10357,0.02,0.05,1.0,1.0,10000,0
001576.png,0.12143,0.10357,0.02,0.05286,1.0,1.0,10000,0
001577.png,0.12143,0.10357,0.02,0.05571,1.0,1.0,10000,0
001578.png,0.12143,0.10357,0.02,0.05857,1.0,1.0,10000,0
001579.png,0.12143,0.10357,0.02,0.06143,1.0,1.0,10000,0
001580.png,0.12143,0.10357,0.02,0.06429,1.0,1.0,10000,0
001581.png,0.12143,0.10357,0.02,0.06714,1.0,1.0,10000,0
001582.png,0.12143,0.10357,0.02,0.07,1.0,1.0,10000,0
001583.png,0.12143,0.10357,0.025,0.03,1.0,1.0,10000,1
001584.png,0.12143,0.10357,0.025,0.03286,1.0,1.0,10000,1
001585.png,0.12143,0.10357,0.025,0.03571,1.0,1.0,10000,1
001586.png,0.12143,0.10357,0.025,0.03857,1.0,1.0,10000,1
001587.png,0.12143,0.10357,0.025,0.04143,1.0,1.0,10000,1
001588.png,0.12143,0.10357,0.025,0.04429,1.0,1.0,10000,1
001589.png,0.12143,0.10357,0.025,0.04714,1.0,1.0,10000,1
001590.png,0.12143,0.10357,0.025,0.05,1.0,1.0,10000,1
001591.png,0.12143,0.10357,0.025,0.05286,1.0,1.0,10000,1
001592.png,0.12143,0.10357,0.025,0.05571,1.0,1.0,10000,0
001593.png,0.12143,0.10357,0.025,0.05857,1.0,1.0,10000,0
001594.png,0.12143,0.10357,0.025,0.06143,1.0,1.0,10000,0
001595.png,0.12143,0.10357,0.025,0.06429,1.0,1.0,10000,0
001596.png,0.12143,0.10357,0.025,0.06714,1.0,1.0,10000,0
001597.png,0.12143,0.10357,0.025,0.07,1.0,1.0,10000,0
001598.png,0.12143,0.10357,0.03,0.03286,1.0,1.0,10000,1
001599.png,0.12143,0.10357,0.03,0.03571,1.0,1.0,10000,1
001600.png,0.12143,0.10357,0.03,0.03857,1.0,1.0,10000,1
001601.png,0.12143,0.10357,0.03,0.04143,1.0,1.0,10000,1
001602.png,0.12143,0.10357,0.03,0.04429,1.0,1.0,10000,1
001603.png,0.12143,0.10357,0.03,0.04714,1.0,1.0,10000,1
001604.png,0.12143,0.10357,0.03,0.05,1.0,1.0,10000,1
001605.png,0.12143,0.10357,0.03,0.05286,1.0,1.0,10000,1
001606.png,0.12143,0.10357,0.03,0.05571,1.0,1.0,10000,1
001607.png,0.12143,0.10357,0.03,0.05857,1.0,1.0,10000,0
001608.png,0.12143,0.10357,0.03,0.06143,1.0,1.0,10000,0
001609.png,0.12143,0.10357,0.03,0.06429,1.0,1.0,10000,0
001610.png,0.12143,0.10357,0.03,0.06714,1.0,1.0,10000,0
001611.png,0.12143,0.10357,0.03,0.07,1.0,1.0,10000,0
001612.png,0.12143,0.10357,0.035,0.03571,1.0,1.0,10000,1
001613.png,0.12143,0.10357,0.035,0.03857,1.0,1.0,10000,1
001614.png,0.12143,0.10357,0.035,0.04143,1.0,1.0,10000,1
001615.png,0.12143,0.10357,0.035,0.04429,1.0,1.0,10000,1
001616.png,0.12143,0.10357,0.035,0.04714,1.0,1.0,10000,1
001617.png,0.12143,0.10357,0.035,0.05,1.0,1.0,10000,1
001618.png,0.12143,0.10357,0.035,0.05286,1.0,1.0,10000,1
001619.png,0.12143,0.10357,0.035,0.05571,1.0,1.0,10000,1
001620.png,0.12143,0.10357,0.035,0.05857,1.0,1.0,10000,0
001621.png,0.12143,0.10357,0.035,0.06143,1.0,1.0,10000,0
001622.png,0.12143,0.10357,0.035,0.06429,1.0,1.0,10000,0
001623.png,0.12143,0.10357,0.035,0.06714,1.0,1.0,10000,0
001624.png,0.12143,0.10357,0.035,0.07,1.0,1.0,10000,0
001625.png,0.12143,0.10357,0.04,0.04143,1.0,1.0,10000,1
001626.png,0.12143,0.10357,0.04,0.04429,1.0,1.0,10000,1
001627.png,0.12143,0.10357,0.04,0.04714,1.0,1.0,10000,1
001628.png,0.12143,0.10357,0.04,0.05,1.0,1.0,10000,1
001629.png,0.12143,0.10357,0.04,0.05286,1.0,1.0,10000,1
001630.png,0.12143,0.10357,0.04,0.05571,1.0,1.0,10000,1
001631.png,0.12143,0.10357,0.04,0.05857,1.0,1.0,10000,1
001632.png,0.12143,0.10357,0.04,0.06143,1.0,1.0,10000,0
001633.png,0.12143,0.10357,0.04,0.06429,1.0,1.0,10000,0
001634.png,0.12143,0.10357,0.04,0.06714,1.0,1.0,10000,0
001635.png,0.12143,0.10357,0.04,0.07,1.0,1.0,10000,0
001636.png,0.12143,0.10357,0.045,0.04714,1.0,1.0,10000,1
001637.png,0.12143,0.10357,0.045,0.05,1.0,1.0,10000,1
001638.png,0.12143,0.10357,0.045,0.05286,1.0,1.0,10000,1
001639.png,0.12143,0.10357,0.045,0.05571,1.0,1.0,10000,1
001640.png,0.12143,0.10357,0.045,0.05857,1.0,1.0,10000,1
001641.png,0.12143,0.10357,0.045,0.06143,1.0,1.0,10000,0
001642.png,0.12143,0.10357,0.045,0.06429,1.0,1.0,10000,0
001643.png,0.12143,0.10357,0.045,0.06714,1.0,1.0,10000,0
001644.png,0.12143,0.10357,0.045,0.07,1.0,1.0,10000,0
001645.png,0.12143,0.10357,0.05,0.05,1.0,1.0,10000,1
001646.png,0.12143,0.10357,0.05,0.05286,1.0,1.0,10000,1
001647.png,0.12143,0.10357,0.05,0.05571,1.0,1.0,10000,1
001648.png,0.12143,0.10357,0.05,0.05857,1.0,1.0,10000,1
001649.png,0.12143,0.10357,0.05,0.06143,1.0,1.0,10000,0
001650.png,0.12143,0.10357,0.05,0.06429,1.0,1.0,10000,0
001651.png,0.12143,0.10357,0.05,0.06714,1.0,1.0,10000,0
001652.png,0.12143,0.10357,0.05,0.07,1.0,1.0,10000,0
001653.png,0.12143,0.10357,0.055,0.05571,1.0,1.0,10000,1
001654.png,0.12143,0.10357,0.055,0.05857,1.0,1.0,10000,1
001655.png,0.12143,0.10357,0.055,0.06143,1.0,1.0,10000,0
001656.png,0.12143,0.10357,0.055,0.06429,1.0,1.0,10000,0
001657.png,0.12143,0.10357,0.055,0.06714,1.0,1.0,10000,0
001658.png,0.12143,0.10357,0.055,0.07,1.0,1.0,10000,0
001659.png,0.12143,0.10357,0.06,0.06143,1.0,1.0,10000,0
001660.png,0.12143,0.10357,0.06,0.06429,1.0,1.0,10000,0
001661.png,0.12143,0.10357,0.06,0.06714,1.0,1.0,10000,0
001662.png,0.12143,0.10357,0.06,0.07,1.0,1.0,10000,0
001663.png,0.12143,0.10357,0.065,0.06714,1.0,1.0,10000,0
001664.png,0.12143,0.10357,0.065,0.07,1.0,1.0,10000,0
001665.png,0.12143,0.10357,0.07,0.07,1.0,1.0,10000,0
001666.png,0.12143,0.11429,0.02,0.03,1.0,1.0,10000,1
001667.png,0.12143,0.11429,0.02,0.03286,1.0,1.0,10000,1
001668.png,0.12143,0.11429,0.02,0.03571,1.0,1.0,10000,1
001669.png,0.12143,0.11429,0.02,0.03857,1.0,1.0,10000,1
001670.png,0.12143,0.11429,0.02,0.04143,1.0,1.0,10000,1
001671.png,0.12143,0.11429,0.02,0.04429,1.0,1.0,10000,1
001672.png,0.12143,0.11429,0.02,0.04714,1.0,1.0,10000,0
001673.png,0.12143,0.11429,0.02,0.05,1.0,1.0,10000,0
001674.png,0.12143,0.11429,0.02,0.05286,1.0,1.0,10000,0
001675.png,0.12143,0.11429,0.02,0.05571,1.0,1.0,10000,0
001676.png,0.12143,0.11429,0.02,0.05857,1.0,1.0,10000,0
001677.png,0.12143,0.11429,0.02,0.06143,1.0,1.0,10000,0
001678.png,0.12143,0.11429,0.02,0.06429,1.0,1.0,10000,0
001679.png,0.12143,0.11429,0.02,0.06714,1.0,1.0,10000,0
001680.png,0.12143,0.11429,0.02,0.07,1.0,1.0,10000,0
001681.png,0.12143,0.11429,0.025,0.03,1.0,1.0,10000,1
001682.png,0.12143,0.11429,0.025,0.03286,1.0,1.0,10000,1
001683.png,0.12143,0.11429,0.025,0.03571,1.0,1.0,10000,1
001684.png,0.12143,0.11429,0.025,0.03857,1.0,1.0,10000,1
001685.png,0.12143,0.11429,0.025,0.04143,1.0,1.0,10000,1
001686.png,0.12143,0.11429,0.025,0.04429,1.0,1.0,10000,1
001687.png,0.12143,0.11429,0.025,0.04714,1.0,1.0,10000,1
001688.png,0.12143,0.11429,0.025,0.05,1.0,1.0,10000,1
001689.png,0.12143,0.11429,0.025,0.05286,1.0,1.0,10000,1
001690.png,0.12143,0.11429,0.025,0.05571,1.0,1.0,10000,0
001691.png,0.12143,0.11429,0.025,0.05857,1.0,1.0,10000,0
001692.png,0.12143,0.11429,0.025,0.06143,1.0,1.0,10000,0
001693.png,0.12143,0.11429,0.025,0.06429,1.0,1.0,10000,0
001694.png,0.12143,0.11429,0.025,0.06714,1.0,1.0,10000,0
001695.png,0.12143,0.11429,0.025,0.07,1.0,1.0,10000,0
001696.png,0.12143,0.11429,0.03,0.03286,1.0,1.0,10000,1
001697.png,0.12143,0.11429,0.03,0.03571,1.0,1.0,10000,1
001698.png,0.12143,0.11429,0.03,0.03857,1.0,1.0,10000,1
001699.png,0.12143,0.11429,0.03,0.04143,1.0,1.0,10000,1
001700.png,0.12143,0.11429,0.03,0.04429,1.0,1.0,10000,1
001701.png,0.12143,0.11429,0.03,0.04714,1.0,1.0,10000,1
001702.png,0.12143,0.11429,0.03,0.05,1.0,1.0,10000,1
001703.png,0.12143,0.11429,0.03,0.05286,1.0,1.0,10000,1
001704.png,0.12143,0.11429,0.03,0.05571,1.0,1.0,10000,0
001705.png,0.12143,0.11429,0.03,0.05857,1.0,1.0,10000,0
001706.png,0.12143,0.11429,0.03,0.06143,1.0,1.0,10000,0
001707.png,0.12143,0.11429,0.03,0.06429,1.0,1.0,10000,0
001708.png,0.12143,0.11429,0.03,0.06714,1.0,1.0,10000,0
001709.png,0.12143,0.11429,0.03,0.07,1.0,1.0,10000,0
001710.png,0.12143,0.11429,0.035,0.03571,1.0,1.0,10000,1
001711.png,0.12143,0.11429,0.035,0.03857,1.0,1.0,10000,1
001712.png,0.12143,0.11429,0.035,0.04143,1.0,1.0,10000,1
001713.png,0.12143,0.11429,0.035,0.04429,1.0,1.0,10000,1
001714.png,0.12143,0.11429,0.035,0.04714,1.0,1.0,10000,1
001715.png,0.12143,0.11429,0.035,0.05,1.0,1.0,10000,1
001716.png,0.12143,0.11429,0.035,0.05286,1.0,1.0,10000,1
001717.png,0.12143,0.11429,0.035,0.05571,1.0,1.0,10000,1
001718.png,0.12143,0.11429,0.035,0.05857,1.0,1.0,10000,0
001719.png,0.12143,0.11429,0.035,0.06143,1.0,1.0,10000,0
001720.png,0.12143,0.11429,0.035,0.06429,1.0,1.0,10000,0
001721.png,0.12143,0.11429,0.035,0.06714,1.0,1.0,10000,0
001722.png,0.12143,0.11429,0.035,0.07,1.0,1.0,10000,0
001723.png,0.12143,0.11429,0.04,0.04143,1.0,1.0,10000,1
001724.png,0.12143,0.11429,0.04,0.04429,1.0,1.0,10000,1
001725.png,0.12143,0.11429,0.04,0.04714,1.0,1.0,10000,1
001726.png,0.12143,0.11429,0.04,0.05,1.0,1.0,10000,1
001727.png,0.12143,0.11429,0.04,0.05286,1.0,1.0,10000,1
001728.png,0.12143,0.11429,0.04,0.05571,1.0,1.0,10000,1
001729.png,0.12143,0.11429,0.04,0.05857,1.0,1.0,10000,0
001730.png,0.12143,0.11429,0.04,0.06143,1.0,1.0,10000,0
001731.png,0.12143,0.11429,0.04,0.06429,1.0,1.0,10000,0
001732.png,0.12143,0.11429,0.04,0.06714,1.0,1.0,10000,0
001733.png,0.12143,0.11429,0.04,0.07,1.0,1.0,10000,0
001734.png,0.12143,0.11429,0.045,0.04714,1.0,1.0,10000,1
001735.png,0.12143,0.11429,0.045,0.05,1.0,1.0,10000,1
001736.png,0.12143,0.11429,0.045,0.05286,1.0,1.0,10000,1
001737.png,0.12143,0.11429,0.045,0.05571,1.0,1.0,10000,1
001738.png,0.12143,0.11429,0.045,0.05857,1.0,1.0,10000,0
001739.png,0.12143,0.11429,0.045,0.06143,1.0,1.0,10000,0
001740.png,0.12143,0.11429,0.045,0.06429,1.0,1.0,10000,0
001741.png,0.12143,0.11429,0.045,0.06714,1.0,1.0,10000,0
001742.png,0.12143,0.11429,0.045,0.07,1.0,1.0,10000,0
001743.png,0.12143,0.11429,0.05,0.05,1.0,1.0,10000,1
001744.png,0.12143,0.11429,0.05,0.05286,1.0,1.0,10000,1
001745.png,0.12143,0.11429,0.05,0.05571,1.0,1.0,10000,1
001746.png,0.12143,0.11429,0.05,0.05857,1.0,1.0,10000,0
001747.png,0.12143,0.11429,0.05,0.06143,1.0,1.0,10000,0
001748.png,0.12143,0.11429,0.05,0.06429,1.0,1.0,10000,0
001749.png,0.12143,0.11429,0.05,0.06714,1.0,1.0,10000,0
001750.png,0.12143,0.11429,0.05,0.07,1.0,1.0,10000,0
001751.png,0.12143,0.11429,0.055,0.05571,1.0,1.0,10000,1
001752.png,0.12143,0.11429,0.055,0.05857,1.0,1.0,10000,0
001753.png,0.12143,0.11429,0.055,0.06143,1.0,1.0,10000,0
001754.png,0.12143,0.11429,0.055,0.06429,1.0,1.0,10000,0
001755.png,0.12143,0.11429,0.055,0.06714,1.0,1.0,10000,0
001756.png,0.12143,0.11429,0.055,0.07,1.0,1.0,10000,0
001757.png,0.12143,0.11429,0.06,0.06143,1.0,1.0,10000,0
001758.png,0.12143,0.11429,0.06,0.06429,1.0,1.0,10000,0
001759.png,0.12143,0.11429,0.06,0.06714,1.0,1.0,10000,0
001760.png,0.12143,0.11429,0.06,0.07,1.0,1.0,10000,0
001761.png,0.12143,0.11429,0.065,0.06714,1.0,1.0,10000,0
001762.png,0.12143,0.11429,0.065,0.07,1.0,1.0,10000,0
001763.png,0.12143,0.11429,0.07,0.07,1.0,1.0,10000,0
001764.png,0.13214,0.05,0.02,0.03,1.0,1.0,10000,1
001765.png,0.13214,0.05,0.02,0.03286,1.0,1.0,10000,1
001766.png,0.13214,0.05,0.02,0.03571,1.0,1.0,10000,1
001767.png,0.13214,0.05,0.02,0.03857,1.0,1.0,10000,1
001768.png,0.13214,0.05,0.02,0.04143,1.0,1.0,10000,1
001769.png,0.13214,0.05,0.02,0.04429,1.0,1.0,10000,1
001770.png,0.13214,0.05,0.02,0.04714,1.0,1.0,10000,1
001771.png,0.13214,0.05,0.02,0.05,1.0,1.0,10000,1
001772.png,0.13214,0.05,0.02,0.05286,1.0,1.0,10000,1
001773.png,0.13214,0.05,0.02,0.05571,1.0,1.0,10000,1
001774.png,0.13214,0.05,0.02,0.05857,1.0,1.0,10000,1
001775.png,0.13214,0.05,0.02,0.06143,1.0,1.0,10000,1
001776.png,0.13214,0.05,0.02,0.06429,1.0,1.0,10000,1
001777.png,0.13214,0.05,0.02,0.06714,1.0,1.0,10000,1
001778.png,0.13214,0.05,0.02,0.07,1.0,1.0,10000,0
001779.png,0.13214,0.05,0.025,0.03,1.0,1.0,10000,1
001780.png,0.13214,0.05,0.025,0.03286,1.0,1.0,10000,1
001781.png,0.13214,0.05,0.025,0.03571,1.0,1.0,10000,1
001782.png,0.13214,0.05,0.025,0.03857,1.0,1.0,10000,1
001783.png,0.13214,0.05,0.025,0.04143,1.0,1.0,10000,1
001784.png,0.13214,0.05,0.025,0.04429,1.0,1.0,10000,1
001785.png,0.13214,0.05,0.025,0.04714,1.0,1.0,10000,1
001786.png,0.13214,0.05,0.025,0.05,1.0,1.0,10000,1
001787.png,0.13214,0.05,0.025,0.05286,1.0,1.0,10000,1
001788.png,0.13214,0.05,0.025,0.05571,1.0,1.0,10000,1
001789.png,0.13214,0.05,0.025,0.05857,1.0,1.0,10000,1
001790.png,0.13214,0.05,0.025,0.06143,1.0,1.0,10000,1
001791.png,0.13214,0.05,0.025,0.06429,1.0,1.0,10000,1
001792.png,0.13214,0.05,0.025,0.06714,1.0,1.0,10000,1
001793.png,0.13214,0.05,0.025,0.07,1.0,1.0,10000,1
001794.png,0.13214,0.05,0.03,0.03286,1.0,1.0,10000,1
001795.png,0.13214,0.05,0.03,0.03571,1.0,1.0,10000,1
001796.png,0.13214,0.05,0.03,0.03857,1.0,1.0,10000,1
001797.png,0.13214,0.05,0.03,0.04143,1.0,1.0,10000,1
001798.png,0.13214,0.05,0.03,0.04429,1.0,1.0,10000,1
001799.png,0.13214,0.05,0.03,0.04714,1.0,1.0,10000,1
001800.png,0.13214,0.05,0.03,0.05,1.0,1.0,10000,1
001801.png,0.13214,0.05,0.03,0.05286,1.0,1.0,10000,1
001802.png,0.13214,0.05,0.03,0.05571,1.0,1.0,10000,1
001803.png,0.13214,0.05,0.03,0.05857,1.0,1.0,10000,1
001804.png,0.13214,0.05,0.03,0.06143,1.0,1.0,10000,1
001805.png,0.13214,0.05,0.03,0.06429,1.0,1.0,10000,1
001806.png,0.13214,0.05,0.03,0.06714,1.0,1.0,10000,1
001807.png,0.13214,0.05,0.03,0.07,1.0,1.0,10000,1
001808.png,0.13214,0.05,0.035,0.03571,1.0,1.0,10000,1
001809.png,0.13214,0.05,0.035,0.03857,1.0,1.0,10000,1
001810.png,0.13214,0.05,0.035,0.04143,1.0,1.0,10000,1
001811.png,0.13214,0.05,0.035,0.04429,1.0,1.0,10000,1
001812.png,0.13214,0.05,0.035,0.04714,1.0,1.0,10000,1
001813.png,0.13214,0.05,0.035,0.05,1.0,1.0,10000,1
001814.png,0.13214,0.05,0.035,0.05286,1.0,1.0,10000,1
001815.png,0.13214,0.05,0.035,0.05571,1.0,1.0,10000,1
001816.png,0.13214,0.05,0.035,0.05857,1.0,1.0,10000,1
001817.png,0.13214,0.05,0.035,0.06143,1.0,1.0,10000,1
001818.png,0.13214,0.05,0.035,0.06429,1.0,1.0,10000,1
001819.png,0.13214,0.05,0.035,0.06714,1.0,1.0,10000,1
001820.png,0.13214,0.05,0.035,0.07,1.0,1.0,10000,1
001821.png,0.13214,0.05,0.04,0.04143,1.0,1.0,10000,1
001822.png,0.13214,0.05,0.04,0.04429,1.0,1.0,10000,1
001823.png,0.13214,0.05,0.04,0.04714,1.0,1.0,10000,1
001824.png,0.13214,0.05,0.04,0.05,1.0,1.0,10000,1
001825.png,0.13214,0.05,0.04,0.05286,1.0,1.0,10000,1
001826.png,0.13214,0.05,0.04,0.05571,1.0,1.0,10000,1
001827.png,0.13214,0.05,0.04,0.05857,1.0,1.0,10000,1
001828.png,0.13214,0.05,0.04,0.06143,1.0,1.0,10000,1
001829.png,0.13214,0.05,0.04,0.06429,1.0,1.0,10000,1
001830.png,0.13214,0.05,0.04,0.06714,1.0,1.0,10000,1
001831.png,0.13214,0.05,0.04,0.07,1.0,1.0,10000,1
001832.png,0.13214,0.05,0.045,0.04714,1.0,1.0,10000,1
001833.png,0.13214,0.05,0.045,0.05,1.0,1.0,10000,1
001834.png,0.13214,0.05,0.045,0.05286,1.0,1.0,10000,1
001835.png,0.13214,0.05,0.045,0.05571,1.0,1.0,10000,1
001836.png,0.13214,0.05,0.045,0.05857,1.0,1.0,10000,1
001837.png,0.13214,0.05,0.045,0.06143,1.0,1.0,10000,1
001838.png,0.13214,0.05,0.045,0.06429,1.0,1.0,10000,1
001839.png,0.13214,0.05,0.045,0.06714,1.0,1.0,10000,1
001840.png,0.13214,0.05,0.045,0.07,1.0,1.0,10000,1
001841.png,0.13214,0.05,0.05,0.05,1.0,1.0,10000,1
001842.png,0.13214,0.05,0.05,0.05286,1.0,1.0,10000,1
001843.png,0.13214,0.05,0.05,0.05571,1.0,1.0,10000,1
001844.png,0.13214,0.05,0.05,0.05857,1.0,1.0,10000,1
001845.png,0.13214,0.05,0.05,0.06143,1.0,1.0,10000,1
001846.png,0.13214,0.05,0.05,0.06429,1.0,1.0,10000,1
001847.png,0.13214,0.05,0.05,0.06714,1.0,1.0,10000,1
001848.png,0.13214,0.05,0.05,0.07,1.0,1.0,10000,1
001849.png,0.13214,0.05,0.055,0.05571,1.0,1.0,10000,1
001850.png,0.13214,0.05,0.055,0.05857,1.0,1.0,10000,1
001851.png,0.13214,0.05,0.055,0.06143,1.0,1.0,10000,1
001852.png,0.13214,0.05,0.055,0.06429,1.0,1.0,10000,1
001853.png,0.13214,0.05,0.055,0.06714,1.0,1.0,10000,1
001854.png,0.13214,0.05,0.055,0.07,1.0,1.0,10000,1
001855.png,0.13214,0.05,0.06,0.06143,1.0,1.0,10000,1
001856.png,0.13214,0.05,0.06,0.06429,1.0,1.0,10000,1
001857.png,0.13214,0.05,0.06,0.06714,1.0,1.0,10000,1
001858.png,0.13214,0.05,0.06,0.07,1.0,1.0,10000,1
001859.png,0.13214,0.05,0.065,0.06714,1.0,1.0,10000,1
001860.png,0.13214,0.05,0.065,0.07,1.0,1.0,10000,1
001861.png,0.13214,0.05,0.07,0.07,1.0,1.0,10000,1
001862.png,0.13214,0.06071,0.02,0.03,1.0,1.0,10000,1
001863.png,0.13214,0.06071,0.02,0.03286,1.0,1.0,10000,1
001864.png,0.13214,0.06071,0.02,0.03571,1.0,1.0,10000,1
001865.png,0.13214,0.06071,0.02,0.03857,1.0,1.0,10000,1
001866.png,0.13214,0.06071,0.02,0.04143,1.0,1.0,10000,1
001867.png,0.13214,0.06071,0.02,0.04429,1.0,1.0,10000,1
001868.png,0.13214,0.06071,0.02,0.04714,1.0,1.0,10000,1
001869.png,0.13214,0.06071,0.02,0.05,1.0,1.0,10000,1
001870.png,0.13214,0.06071,0.02,0.05286,1.0,1.0,10000,1
001871.png,0.13214,0.06071,0.02,0.05571,1.0,1.0,10000,1
001872.png,0.13214,0.06071,0.02,0.05857,1.0,1.0,10000,1
001873.png,0.13214,0.06071,0.02,0.06143,1.0,1.0,10000,1
001874.png,0.13214,0.06071,0.02,0.06429,1.0,1.0,10000,0
001875.png,0.13214,0.06071,0.02,0.06714,1.0,1.0,10000,0
001876.png,0.13214,0.06071,0.02,0.07,1.0,1.0,10000,0
001877.png,0.13214,0.06071,0.025,0.03,1.0,1.0,10000,1
001878.png,0.13214,0.06071,0.025,0.03286,1.0,1.0,10000,1
001879.png,0.13214,0.06071,0.025,0.03571,1.0,1.0,10000,1
001880.png,0.13214,0.06071,0.025,0.03857,1.0,1.0,10000,1
001881.png,0.13214,0.06071,0.025,0.04143,1.0,1.0,10000,1
001882.png,0.13214,0.06071,0.025,0.04429,1.0,1.0,10000,1
001883.png,0.13214,0.06071,0.025,0.04714,1.0,1.0,10000,1
001884.png,0.13214,0.06071,0.025,0.05,1.0,1.0,10000,1
001885.png,0.13214,0.06071,0.025,0.05286,1.0,1.0,10000,1
001886.png,0.13214,0.06071,0.025,0.05571,1.0,1.0,10000,1
001887.png,0.13214,0.06071,0.025,0.05857,1.0,1.0,10000,1
001888.png,0.13214,0.06071,0.025,0.06143,1.0,1.0,10000,1
001889.png,0.13214,0.06071,0.025,0.06429,1.0,1.0,10000,1
001890.png,0.13214,0.06071,0.025,0.06714,1.0,1.0,10000,0
001891.png,0.13214,0.06071,0.025,0.07,1.0,1.0,10000,0
001892.png,0.13214,0.06071,0.03,0.03286,1.0,1.0,10000,1
001893.png,0.13214,0.06071,0.03,0.03571,1.0,1.0,10000,1
001894.png,0.13214,0.06071,0.03,0.03857,1.0,1.0,10000,1
001895.png,0.13214,0.06071,0.03,0.04143,1.0,1.0,10000,1
001896.png,0.13214,0.06071,0.03,0.04429,1.0,1.0,10000,1
001897.png,0.13214,0.06071,0.03,0.04714,1.0,1.0,10000,1
001898.png,0.13214,0.06071,0.03,0.05,1.0,1.0,10000,1
001899.png,0.13214,0.06071,0.03,0.05286,1.0,1.0,10000,1
001900.png,0.13214,0.06071,0.03,0.05571,1.0,1.0,10000,1
001901.png,0.13214,0.06071,0.03,0.05857,1.0,1.0,10000,1
001902.png,0.13214,0.06071,0.03,0.06143,1.0,1.0,10000,1
001903.png,0.13214,0.06071,0.03,0.06429,1.0,1.0,10000,1
001904.png,0.13214,0.06071,0.03,0.06714,1.0,1.0,10000,0
001905.png,0.13214,0.06071,0.03,0.07,1.0,1.0,10000,0
001906.png,0.13214,0.06071,0.035,0.03571,1.0,1.0,10000,1
001907.png,0.13214,0.06071,0.035,0.03857,1.0,1.0,10000,1
001908.png,0.13214,0.06071,0.035,0.04143,1.0,1.0,10000,1
001909.png,0.13214,0.06071,0.035,0.04429,1.0,1.0,10000,1
001910.png,0.13214,0.06071,0.035,0.04714,1.0,1.0,10000,1
001911.png,0.13214,0.06071,0.035,0.05,1.0,1.0,10000,1
001912.png,0.13214,0.06071,0.035,0.05286,1.0,1.0,10000,1
001913.png,0.13214,0.06071,0.035,0.05571,1.0,1.0,10000,1
